Speaker,Text
CHIEF JUSTICE ROBERTS: I --I --I,So the first one is a conventional 
CHIEF JUSTICE ROBERTS: I --I --I,cashier's check or a teller's check issued by a local bank and used to pay its own obligations. 
CHIEF JUSTICE ROBERTS: I --I --I,"MR. BRONNI: I -- so I would say, it's "
CHIEF JUSTICE ROBERTS: I --I --I,"-- under our definition, it doesn't meet our definition of a money order.  We have not taken a position necessarily on whether it's a similar written instrument, but I -- I think that there are reasons for believing that it is not because, again, that is not an instrument that would present the windfall problem, as Your Honor framed it. "
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE ALITO:  And what about a -- a 
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                    
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,  1 
CHIEF JUSTICE ROBERTS: I --I --I,2 3   4   5 6   7   8   9   
CHIEF JUSTICE ROBERTS: I --I --I,10  11 12  13  14  15  16 17  18  19  20  21 22  23  24  25  54 Official 
CHIEF JUSTICE ROBERTS: I --I --I,conventional cashier's check or teller's check issued by a local bank and sold to a bank
CHIEF JUSTICE ROBERTS: I --I --I, customer?  Same thing?
CHIEF JUSTICE ROBERTS: I --I --I," MR. BRONNI: Yeah, again, Your Honor, "
CHIEF JUSTICE ROBERTS: I --I --I,they would typically keep addresses in -- in --
CHIEF JUSTICE ROBERTS: I --I --I," in 1974, certainly, for cashier's checks and classic teller's checks."
CHIEF JUSTICE ROBERTS: I --I --I," If I can briefly just add to that,"
CHIEF JUSTICE ROBERTS: I --I --I, because we've talked about teller's checks a 
CHIEF JUSTICE ROBERTS: I --I --I,"lot, these instruments --I know I've said this, "
CHIEF JUSTICE ROBERTS: I --I --I,"but to make clear, these instruments are not traditional teller's checks.  They label them as teller's checks, but they do not operate like traditional teller's --"
CHIEF JUSTICE ROBERTS: I --I --I,So a traditional teller's check as it 
CHIEF JUSTICE ROBERTS: I --I --I,"existed in the 1970s was an instrument, yes, signed by a --a bank officer.  They're right "
CHIEF JUSTICE ROBERTS: I --I --I,"about that part, and they stop reading, basically, at that point.  But the rest of the definition is a -- signed by a bank officer drawing on funds of his bank at a -- another financial institution. "
CHIEF JUSTICE ROBERTS: I --I --I,The difference with these items is 
CHIEF JUSTICE ROBERTS: I --I --I,that's not what's happening here.  The -- the 
CHIEF JUSTICE ROBERTS: I --I --I,signing officer is not drawing on funds of his 
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,  1 
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4   5   6   7 8   9 
CHIEF JUSTICE ROBERTS: I --I --I,10  11 12  13  14  15  16  17  18 19  20  21  22 23  24  25  55 Official 
CHIEF JUSTICE ROBERTS: I --I --I,"own bank anywhere, which also indicates that"
CHIEF JUSTICE ROBERTS: I --I --I, they --they don't even meet the definition of
CHIEF JUSTICE ROBERTS: I --I --I," ""bank check."""
CHIEF JUSTICE ROBERTS: I --I --I, JUSTICE JACKSON:  But are they still
CHIEF JUSTICE ROBERTS: I --I --I, viable in the teller's check realm?
CHIEF JUSTICE ROBERTS: I --I --I, MR. BRONNI: They --they -- so there 
CHIEF JUSTICE ROBERTS: I --I --I,"is some jumbling of the record on this point,"
CHIEF JUSTICE ROBERTS: I --I --I," unfortunately, Your Honor, but I think what "
CHIEF JUSTICE ROBERTS: I --I --I,"Delaware's expert ultimately said is, at most, they might be secondarily liable.  But the --the ultimate liability with the so- called "
CHIEF JUSTICE ROBERTS: I --I --I,teller's check instrument is MoneyGram because MoneyGram is the issuer. 
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE ALITO:  How about a prepaid 
CHIEF JUSTICE ROBERTS: I --I --I,cash card?  Some grandparents always used to send their grandchildren a MoneyGram -- a 
CHIEF JUSTICE ROBERTS: I --I --I,"MoneyGram for Christmas.  And now they want to become more modern, so they send them a prepaid Visa cash card. "
CHIEF JUSTICE ROBERTS: I --I --I,MR. BRONNI: Not covered either as a 
CHIEF JUSTICE ROBERTS: I --I --I,"money order or a similar written instrument because it has to have a named payee, and gift cards do not have named payees. "
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE ALITO:  How about a gift 
CHIEF JUSTICE ROBERTS: I --I --I,certificate that does have a named payee? 
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                    
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,  1   
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4 5   6 7   8   9   
CHIEF JUSTICE ROBERTS: I --I --I,1011  12  13 14  15  16  17  18 
CHIEF JUSTICE ROBERTS: I --I --I,19  20  21  22  23  24  25  56Official 
CHIEF JUSTICE ROBERTS: I --I --I,MR. BRONNI: A -- a -- I -- I suppose
CHIEF JUSTICE ROBERTS: I --I --I, it's --it's possible if that instrument were a
CHIEF JUSTICE ROBERTS: I --I --I, draft. There's not really any record 
CHIEF JUSTICE ROBERTS: I --I --I,"development on this point, that -- that we could"
CHIEF JUSTICE ROBERTS: I --I --I, quibble about that.  And I know that there are 
CHIEF JUSTICE ROBERTS: I --I --I,some states that do cover instruments like --that have statutes that would cover escheatment
CHIEF JUSTICE ROBERTS: I --I --I, for instruments like that.
CHIEF JUSTICE ROBERTS: I --I --I, The reason why I'm struggling with 
CHIEF JUSTICE ROBERTS: I --I --I,that one is I don't know all the characteristics of a gift certificate as opposed to a gift card. 
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE KAGAN:  You seem to be trying 
CHIEF JUSTICE ROBERTS: I --I --I,"very hard to exclude various kinds of products. Why is that?  Why not just say, okay, they're all included, that's good? "
CHIEF JUSTICE ROBERTS: I --I --I,"MR. BRONNI: Well, I --I think, Your "
CHIEF JUSTICE ROBERTS: I --I --I,"Honor, that when Congress uses -- to -- to go "
CHIEF JUSTICE ROBERTS: I --I --I,"back to the language of the statute, when it says money orders, traveler's checks, or similar written instruments, it's -- it's referring to two things that had -- traveler's checks and "
CHIEF JUSTICE ROBERTS: I --I --I,money orders that had understandings in 1974 that we can rely on. 
CHIEF JUSTICE ROBERTS: I --I --I,And by using that terminology and 
CHIEF JUSTICE ROBERTS: I --I --I,"using those two instruments as an example, it --"
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                       
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,  1   
CHIEF JUSTICE ROBERTS: I --I --I,2 3   4 5   6   7   8 9   
CHIEF JUSTICE ROBERTS: I --I --I,10  11  12 13 14  15 16      17  18 19 20  21 22  23  24  25 57Official 
CHIEF JUSTICE ROBERTS: I --I --I, other similar written instruments must share 
CHIEF JUSTICE ROBERTS: I --I --I,some of those core characteristics of what those
CHIEF JUSTICE ROBERTS: I --I --I, two instruments share.  So I think Congress 
CHIEF JUSTICE ROBERTS: I --I --I,decided to limit it.
CHIEF JUSTICE ROBERTS: I --I --I, I -- I -- one point of agreement is I
CHIEF JUSTICE ROBERTS: I --I --I," think there's -- it -- it's probably true, and"
CHIEF JUSTICE ROBERTS: I --I --I, the American Bankers Association says this as 
CHIEF JUSTICE ROBERTS: I --I --I,"well, if Congress wanted to include cashier's"
CHIEF JUSTICE ROBERTS: I --I --I," checks, classic cashier's checks, it probably "
CHIEF JUSTICE ROBERTS: I --I --I,would have said that.  It knew what that instrument was.  They were well -known 
CHIEF JUSTICE ROBERTS: I --I --I,"instruments at the time, but they -- they didn't present the windfall problem because, again, addresses were kept typically for cashier's checks just as they are today. "
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE BARRETT: I assume that gift 
CHIEF JUSTICE ROBERTS: I --I --I,"cards don't escheat, even if they fall outside of the FDA, as you say, they're not subject to the common law rule of escheat, of -- are they? So that the -- does anyone get them? I thought "
CHIEF JUSTICE ROBERTS: I --I --I,the reason why stores like them is because a lot of times people don't use them and they just get to keep the money. 
CHIEF JUSTICE ROBERTS: I --I --I,"MR. BRONNI: I -- I think, Your Honor, "
CHIEF JUSTICE ROBERTS: I --I --I,there's been a development over time in the law 
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,  1 
CHIEF JUSTICE ROBERTS: I --I --I,2 3   4   5 6 7   8   9   
CHIEF JUSTICE ROBERTS: I --I --I,10    11  12 13 14 15  16  17  18  19 20  21  22  
CHIEF JUSTICE ROBERTS: I --I --I,23  24 25  58 Official 
CHIEF JUSTICE ROBERTS: I --I --I,as states have realized that there are these things out there that certain states have passed
CHIEF JUSTICE ROBERTS: I --I --I," statutes.  I don't believe that all states have, and I think Arkansas does not have such a "
CHIEF JUSTICE ROBERTS: I --I --I,"statute, but I think it's just been a development as these things have become more"
CHIEF JUSTICE ROBERTS: I --I --I, popular.
CHIEF JUSTICE ROBERTS: I --I --I, JUSTICE GORSUCH:  Can I ask you a
CHIEF JUSTICE ROBERTS: I --I --I, question that kind of goes sideways?  At --at 
CHIEF JUSTICE ROBERTS: I --I --I,"-- at places in your brief, you indicate that you're after not just a declaration of rights here under the Disposition Act, but you actually want money damages for past wrongful takings of monies you think belong to your states. "
CHIEF JUSTICE ROBERTS: I --I --I,What --what is the -- what is the 
CHIEF JUSTICE ROBERTS: I --I --I,"cause of action that permits that?  Is that an implied cause of action under the Disposition Act? What -- I'm just curious, if -- if -- if "
CHIEF JUSTICE ROBERTS: I --I --I,"we were to agree with you, what happens next and on what theory? "
CHIEF JUSTICE ROBERTS: I --I --I,MR. BRONNI: So I --I think it is an 
CHIEF JUSTICE ROBERTS: I --I --I,"implied cause of action under the statute, but I would add that we have not litigated the damages issue or the question, those kinds of arguments haven't been presented to Judge Leval because "
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                            
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,  1 
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4   5 6   7   8   9 
CHIEF JUSTICE ROBERTS: I --I --I,10  11  12  13  14  15 16  17  18  19  20  21  22  23  24  25  59 Official 
CHIEF JUSTICE ROBERTS: I --I --I,the parties agreed to bifurcate the proceedings
CHIEF JUSTICE ROBERTS: I --I --I, here. So we haven't addressed any of the damages issues. 
CHIEF JUSTICE ROBERTS: I --I --I,"But, as for things -- I know Delaware "
CHIEF JUSTICE ROBERTS: I --I --I,"discusses in its brief, you know, the -- the"
CHIEF JUSTICE ROBERTS: I --I --I," possibility that -- that it could need to repay this money.  But what I would -- I would highlight is, you know, anytime we're dealing "
CHIEF JUSTICE ROBERTS: I --I --I,"with unclaimed property, the -- the state is "
CHIEF JUSTICE ROBERTS: I --I --I,essentially holding it in trust. 
CHIEF JUSTICE ROBERTS: I --I --I,It's not the State of Delaware's 
CHIEF JUSTICE ROBERTS: I --I --I,money. It's not -- not really our state's money. We hold it in trust for our -- for 
CHIEF JUSTICE ROBERTS: I --I --I,the -- the -- the true owners. So requiring it 
CHIEF JUSTICE ROBERTS: I --I --I,to pay that money to the appropriate state whic h 
CHIEF JUSTICE ROBERTS: I --I --I,"will hold it in trust for the actual owners, Delaware really doesn't have any reliance interest there that would be upset. "
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE GORSUCH:  But whether there's 
CHIEF JUSTICE ROBERTS: I --I --I,an -- such an implied cause of action under the 
CHIEF JUSTICE ROBERTS: I --I --I,Disposition Act would be something that the Special Master would have to resolve after this? 
CHIEF JUSTICE ROBERTS: I --I --I,MR. BRONNI: For the -- for the 
CHIEF JUSTICE ROBERTS: I --I --I,damages issue --
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE GORSUCH:  Yeah. 
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,  1   
CHIEF JUSTICE ROBERTS: I --I --I,2 3   4   5   6   7   8   9 
CHIEF JUSTICE ROBERTS: I --I --I,10    11  12  13  14  15 16  17  18  19  20  21  22  23 24 25 60Official 
CHIEF JUSTICE ROBERTS: I --I --I,"MR. BRONNI: -- yes, Your Honor, I "
CHIEF JUSTICE ROBERTS: I --I --I,think that's something that could be resolved in
CHIEF JUSTICE ROBERTS: I --I --I, there.
CHIEF JUSTICE ROBERTS: I --I --I, JUSTICE GORSUCH:  All right.  All
CHIEF JUSTICE ROBERTS: I --I --I, right. Thank you.  Thank you.
CHIEF JUSTICE ROBERTS: I --I --I, MR. BRONNI: There's one other point I
CHIEF JUSTICE ROBERTS: I --I --I, wanted to -- or a couple of points I wanted to briefly address.  I've -- I mentioned briefly 
CHIEF JUSTICE ROBERTS: I --I --I,"the bank check thing, but I want to make sure I -- I --I make this clear. "
CHIEF JUSTICE ROBERTS: I --I --I,"You know, Delaware's definition of a "
CHIEF JUSTICE ROBERTS: I --I --I,"third-party bank check, setting aside whether an "
CHIEF JUSTICE ROBERTS: I --I --I,"issuer or processor could be a third party in 1974, and it can't for the reasons the experts explain, but these instruments don't even meet Delaware's own definition of a bank check.  So Delaware says that in order to be a third- party "
CHIEF JUSTICE ROBERTS: I --I --I,"bank check, something must first be a bank check. "
CHIEF JUSTICE ROBERTS: I --I --I,As I mentioned earlier when we were 
CHIEF JUSTICE ROBERTS: I --I --I,"discussing teller's checks, a -- a -- a bank "
CHIEF JUSTICE ROBERTS: I --I --I,check -- and this is -- is really you've only 
CHIEF JUSTICE ROBERTS: I --I --I,"been offered two sort of reasonable readings of what that term meant in the 1970s or even today, one of which I'll call the sort of technical "
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,  1   
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4 5 6 7 8 9 
CHIEF JUSTICE ROBERTS: I --I --I,10  11  12  
CHIEF JUSTICE ROBERTS: I --I --I,13  14  15  16  17  18 19  20  21  22  23  24          25  61Official 
CHIEF JUSTICE ROBERTS: I --I --I, definition.
CHIEF JUSTICE ROBERTS: I --I --I, This is at page 37 of their exceptions
CHIEF JUSTICE ROBERTS: I --I --I, where they say that a -- a bank check is an 
CHIEF JUSTICE ROBERTS: I --I --I,"instrument that's signed by a bank officer, and, as I said before, they stopped reading at that point, but it actually says drawing on funds deposited in the officer's own bank, that's a classic cashier's check, or drawing on funds of the officer's bank deposited in another financial institution.  That's a classic or traditional teller's check. "
CHIEF JUSTICE ROBERTS: I --I --I,"Again, that does not describe these "
CHIEF JUSTICE ROBERTS: I --I --I,"instruments here.  When the bank officer signs, one, he's signing as an agent of MoneyGram.  To the extent that's not already obvious as a functional matter, the contracts between MoneyGram and the financial institutions make very clear the financial institution is an agent of MoneyGram. "
CHIEF JUSTICE ROBERTS: I --I --I,So in --it doesn't -- there -- these 
CHIEF JUSTICE ROBERTS: I --I --I,instruments don't meet that definition because it's --it's not signing to draw on any funds 
CHIEF JUSTICE ROBERTS: I --I --I,that are in any control of the selling bank. 
CHIEF JUSTICE ROBERTS: I --I --I,"Instead, it's MoneyGram that has the "
CHIEF JUSTICE ROBERTS: I --I --I,"money, and it's MoneyGram that is responsible "
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                  
